[23Dec2024 00:00:06.500] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-4, 12], pos: MutableBlockPos{x=-49, y=72, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:07.028] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=42, y=62, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.028] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=42, y=61, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.028] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=43, y=63, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.028] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=43, y=62, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.028] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=43, y=61, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.028] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=44, y=63, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.028] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=44, y=62, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.028] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=44, y=61, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.028] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=45, y=63, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.028] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=45, y=62, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=45, y=61, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=46, y=63, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=46, y=62, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=46, y=61, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=47, y=63, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=47, y=62, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=47, y=61, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [3, -16], pos: MutableBlockPos{x=48, y=63, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [3, -16], pos: MutableBlockPos{x=48, y=62, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [3, -16], pos: MutableBlockPos{x=48, y=61, z=-255}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=43, y=63, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.029] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=43, y=62, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=43, y=61, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=44, y=63, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=44, y=62, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=44, y=61, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=45, y=63, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=45, y=62, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=45, y=61, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=46, y=63, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=46, y=62, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=46, y=61, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=47, y=63, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=47, y=62, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.030] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=47, y=61, z=-254}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.031] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=45, y=63, z=-253}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.031] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=45, y=62, z=-253}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:07.031] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [2, -16], pos: MutableBlockPos{x=45, y=61, z=-253}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.221] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -18], pos: MutableBlockPos{x=-128, y=63, z=-280}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.221] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-128, y=65, z=-291}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.221] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-128, y=64, z=-291}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.221] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-128, y=63, z=-291}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-128, y=65, z=-290}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-128, y=64, z=-290}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-128, y=63, z=-290}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-128, y=65, z=-289}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-128, y=64, z=-289}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-128, y=63, z=-289}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-127, y=65, z=-289}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-127, y=64, z=-289}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -19], pos: MutableBlockPos{x=-127, y=63, z=-289}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -18], pos: MutableBlockPos{x=-128, y=65, z=-288}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -18], pos: MutableBlockPos{x=-128, y=64, z=-288}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -18], pos: MutableBlockPos{x=-128, y=63, z=-288}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -18], pos: MutableBlockPos{x=-128, y=65, z=-287}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.222] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -18], pos: MutableBlockPos{x=-128, y=64, z=-287}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.223] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -18], pos: MutableBlockPos{x=-128, y=63, z=-287}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.223] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -18], pos: MutableBlockPos{x=-128, y=65, z=-284}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.223] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -18], pos: MutableBlockPos{x=-128, y=64, z=-284}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.253] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -18], pos: MutableBlockPos{x=-112, y=67, z=-285}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.253] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -18], pos: MutableBlockPos{x=-112, y=66, z=-285}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.253] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -18], pos: MutableBlockPos{x=-112, y=65, z=-285}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.253] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -18], pos: MutableBlockPos{x=-112, y=66, z=-288}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.253] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -18], pos: MutableBlockPos{x=-112, y=65, z=-288}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.253] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -18], pos: MutableBlockPos{x=-112, y=64, z=-288}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:10.366] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -17], pos: MutableBlockPos{x=-33, y=51, z=-270}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:10.367] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -17], pos: MutableBlockPos{x=-33, y=50, z=-270}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:10.367] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-2, -17], pos: MutableBlockPos{x=-31, y=51, z=-271}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:10.367] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-2, -17], pos: MutableBlockPos{x=-30, y=51, z=-271}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:10.367] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -17], pos: MutableBlockPos{x=-37, y=49, z=-272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:10.367] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -17], pos: MutableBlockPos{x=-41, y=50, z=-269}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:10.679] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [3, -17], pos: MutableBlockPos{x=54, y=87, z=-270}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:10.679] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [3, -17], pos: MutableBlockPos{x=60, y=89, z=-272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:10.679] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [3, -17], pos: MutableBlockPos{x=55, y=89, z=-269}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:11.281] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, -18], pos: MutableBlockPos{x=-98, y=101, z=-288}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 02:10:11.636] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [4, -20], pos: MutableBlockPos{x=65, y=48, z=-315}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[23Dec2024 02:10:13.212] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -21], pos: MutableBlockPos{x=-48, y=102, z=-321}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.212] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -21], pos: MutableBlockPos{x=-48, y=101, z=-321}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.212] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -20], pos: MutableBlockPos{x=-48, y=103, z=-320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.212] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -20], pos: MutableBlockPos{x=-48, y=102, z=-320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.212] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -20], pos: MutableBlockPos{x=-48, y=101, z=-320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.212] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -20], pos: MutableBlockPos{x=-48, y=102, z=-319}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.212] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -20], pos: MutableBlockPos{x=-48, y=101, z=-319}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.224] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-47, y=82, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.224] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-47, y=81, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-47, y=80, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-46, y=82, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-46, y=81, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-46, y=80, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 02:10:13.225] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-3, -19], pos: MutableBlockPos{x=-45, y=82, z=-304}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
